id	name
-3	Somaliland|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)
-2	Kosovo|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)
-1	Northern Cyprus|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)
4	Afghanistan|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)
8	Albania|0|0|0|0|0|0|0|0|0|0|0|3|0|0|10|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,153,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(204,0,0)
10	Antarctica|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)
12	Algeria|32|51|43|30|58|59|58|84|0|0|76|94|119|118|94|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(255,255,0)|rgb(204,0,0)|rgb(0,153,0)
16	American Samoa|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)
20	Andorra|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)
24	Angola|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)
28	Antigua and Barbuda|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)
31	Azerbaijan|0|203|234|246|270|281|246|287|226|264|254|193|144|156|168|rgb(0,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(0,153,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(0,153,0)|rgb(204,0,0)|rgb(204,0,0)
32	Argentina|1062|691|718|792|786|1054|1020|937|801|640|552|688|735|643|509|rgb(255,255,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)
36	Australia|1928|2187|2364|2418|2559|2555|2837|2718|2821|2494|2409|2383|2627|3061|1988|rgb(0,153,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(204,0,0)
40	Austria|1961|1815|1932|2120|2248|2270|2271|2385|2298|2263|2424|2154|2258|2162|2092|rgb(0,153,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(0,153,0)|rgb(204,0,0)|rgb(0,153,0)
44	Bahamas|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)
48	Bahrain|0|0|0|0|0|0|0|0|0|0|0|1|3|3|6|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(204,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)
50	Bangladesh|70|59|43|58|48|50|22|29|60|55|66|37|67|60|44|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)
51	Armenia|119|140|200|151|0|206|192|135|226|116|136|121|137|125|121|rgb(255,255,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(0,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(255,255,0)|rgb(204,0,0)|rgb(255,255,0)|rgb(204,0,0)|rgb(204,0,0)
52	Barbados|0|0|0|2|0|0|0|3|1|0|0|0|0|3|1|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(204,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(204,0,0)|rgb(204,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,153,0)|rgb(204,0,0)
56	Belgium|577|571|601|519|514|517|490|454|575|669|620|636|755|715|889|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)
60	Bermuda|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)
64	Bhutan|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,0,0)
68	Bolivia, Plurinational State of|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)
70	Bosnia and Herzegovina|31|52|0|32|50|66|55|0|59|0|56|43|2|7|41|rgb(0,153,0)|rgb(0,153,0)|rgb(0,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,0,0)|rgb(0,153,0)|rgb(0,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)
72	Botswana|0|0|0|0|0|0|0|0|0|0|0|1|5|8|4|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(204,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)
74	Bouvet Island|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)
76	Brazil|3179|3439|3481|3866|4044|4054|3956|4194|4280|4271|4228|4695|4798|4959|4659|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(204,0,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)|rgb(0,153,0)
84	Belize|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(204,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)
86	British Indian Ocean Territory|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)
90	Solomon Islands|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)
92	Virgin Islands, British|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)|rgb(255,255,255)
96	Brunei Darussalam|0|0|0|0|0|0|0|0|0|0|0|0|20|20|26|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,0,0)|rgb(0,153,0)|rgb(204,0,0)|rgb(0,153,0)
